cookTime,datePublished,description,image,ingredients,name,prepTime,recipeYield,url
,2007-07-30,"A great way to use nutritious quinoa. This quinoa and grilled zucchini recipe is tossed with a pretty, pale green cilantro-flecked avocado dressing. ",http://www.101cookbooks.com/mt-static/images/food/quinoagrilledzucchinirecipe.jpg,"1 large avocado, ripe
juice of 1 lime
1/4 cup lightly packed cilantro
1 clove garlic
1/4 cup plain yogurt
3/4 cup water
1/2 teaspoon fine grain sea salt
3 large eggs
1 large zucchini, cut into 3/4-inch thick coins
1/4 cup extra-virgin olive oil
couple pinches of fine grain sea salt
2 cups quinoa, cooked, room temperature
1/4 cup pine nuts, toasted
1/4 cup goat cheese, crumbled
 a bit of chopped cilantro for garnish",Quinoa and Grilled Zucchini Recipe,,Serves 4 to 6.,http://www.101cookbooks.com/archives/quinoa-and-grilled-zucchini-recipe.html
,2005-01-07,"A beautiful beet salad, it can be done without the greens, or with just a bit of greens as a side dish. The vinaigrette is delicious, and the salad looks stunning as part of a larger spread. It would make a great addition to any winter buffet.",http://www.101cookbooks.com/mt-static/images/food/beetsalad.jpg,"1 1/2 pounds medium gold beets
1 1/2 pounds medium red beets
Extra virgin olive oil
Salt
Freshly ground black pepper
6 small blood oranges
Blood Orange Sherry Vinaigrette (recipe follows)
1/4 pound baby arugula
1/4 pound baby spinach
1/4 cup sherry vinegar
1/4 cup finely chopped chives
2 small blood oranges
1 medium shallot, peeled, trimmed, and minced
2 tablespoons sherry vinegar
Salt
Freshly ground black pepper
1/4 to 1/2 cup extra virgin olive oil",Roasted Beet and Blood Orange Salad with Spicy Greens,,,http://www.101cookbooks.com/archives/000135.html
,2008-01-03,"Healthy, quick, and satisfying this lentil soup recipe delivers layer after layer of flavor. The tang of the tomatoes plays off the earthiness of the lentils, and the fragrant bolt of saffron yogurt brightens each bowl.",http://www.101cookbooks.com/mt-static/images/food/lentil_soup_recipe_07.jpg,"2 cups black beluga lentils (or green French lentils), picked over and rinsed
1 tablespoon extra virgin olive oil
1 large onion, chopped
1 teaspoon fine-grain sea salt
1 28-ounce can crushed tomatoes
2 cups water 
3 cups of a big leafy green (chard, kale, etc), rinsed well, deveined, finely chopped
Saffron Yogurt
a pinch of saffron (30-40 threads)
1 tablespoon boiling water
two pinches of salt
1/2 cup 2% Greek Yogurt 
Variations:
- You can serve it with a poached egg on top,
- or crunchy, fried shallots,
- with a drizzle of chive infused cream,
- or with chunks of tiny pan-fried butternut squash cubes.
- Make a thicker version by using just a bit of water, and then spoon it over an omelette in the morning.
- Have some cooked farro or wheat berries around? Toss some in. Millet might be good too.
- You can finish the soup by adding your favorite spices or spice blends. Smoked paprika, crushed chiles, toasted cumin, would all work nicely.",Lively Up Yourself Lentil Soup Recipe,,Serves 6 to 8. ,http://www.101cookbooks.com/archives/lively-up-yourself-lentil-soup-recipe.html
,2009-06-28,"My mom's friends hosted a shower for my sister and served something similar to this. A noodle-free lasagna baked in a pie crust - layers of zucchini, ricotta, and tomato sauce.",http://www.101cookbooks.com/mt-static/images/food/lasagna_tart_recipe.jpg,"2 medium zucchini, sliced into very very thin coins
scant 1 teaspoon fine grain sea salt
Tart Crust
2 cups whole wheat pastry flour (or spelt flour)
1 teaspoon fine grain sea salt
zest of one lemon
1/4 cup olive oil
scant 1/2 cup cold water
Tomato Sauce
3 cloves garlic, minced
2 tablespoons extra-virgin olive oil
scant 1 teaspoon red pepper flakes
pinch of salt
1 14-ounce can crushed tomatoes
1 1/2 cups ricotta cheese",Lasagna Tart Recipe,,Serves 8.,http://www.101cookbooks.com/archives/lasagna-tart-recipe.html
,2009-03-15,"Maple syrup scones sweetened with a hint of maple syrup. Big flakes of sugar meld into a sweet, crackly top crust, and the whole wheat pastry flour makes them beautifully tender.",http://www.101cookbooks.com/mt-static/images/food/maplesyrup_scone_recipe.jpg,"1/4 cup real, good quality maple syrup
6 tablespoons milk or cream
2 1/4 cups whole wheat pastry flour
1/2 cup quinoa flakes (or rolled oats)
1 1/2 tablespoons baking powder
1/2 teaspoon fine grain sea salt
11 tablespoons unsalted butter, cold, cut into cubes
1 egg, lightly beaten
large-grain sugar (for example: turbinado)",Maple Syrup Scones Recipe,,Makes 9 scones. ,http://www.101cookbooks.com/archives/maple-syrup-scones-recipe.html
,2009-02-25,"Fried rice made with wild rice, a thin omelette cut into strips, a splash of soy sauce, tofu, and whatever seasonal greens you have on hand - peas, asparagus, pea shoots, spinach.",http://www.101cookbooks.com/mt-static/images/food/wild_fried_rice_recipe.jpg,"1 scant tablespoon toasted sesame oil
1 scant tablespoon olive oil
3 - 4 good quality eggs, well beaten with a big pinch of salt
1 small red onion, finely chopped
1 1/2 cups cooked wild rice
6 ounces extra-firm nigari tofu, cut into 1/2-inch cubes, raw or browned in a skillet ahead of time
2 big handfuls of pea sprouts, chopped green beans or peas
1+ tablespoon tamari or soy sauce",Wild Fried Rice Recipe,,Serves 2-3 as a main.,http://www.101cookbooks.com/archives/wild-fried-rice-recipe.html
,2004-07-19,"Soba noodles are tossed with a fiery ginger-sesame dressing and a generous dose of cucumbers, scallions, and pan-seared tofu - it's the sort of recipe you could serve anytime...",http://www.101cookbooks.com/mt-static/images/food/otsu.jpg,"Grated zest of 1 lemon
Fresh ginger, cut into a 1-inch cube, peeled, and grated
1 tablespoon honey
3/4 teaspoon cayenne
3/4 teaspoon fine-grain sea salt
1 tablespoon freshly squeezed lemon juice
1/4 cup unseasoned brown-rice vinegar
1/3 cup shoyu sauce (wheat-free soy sauce)
2 tablespoons extra-virgin olive oil
2 tablespoons toasted sesame oil
12 ounces dried soba noodles
12 ounces extra-firm nigari tofu
1/4 cup chopped fresh cilantro
3 green onions, thinly sliced
1/2 cucumber, peeled, cut in half lengthwise, seeded, and thinly sliced
1 small handful of cilantro sprigs, for garnish
1/4 cup toasted sesame seeds, for garnish",Otsu,,,http://www.101cookbooks.com/archives/000110.html
PT,2007-12-22,"    I receive recipes from readers quite frequently, and I read each and every one. I figure if someone's going to take the t...",http://static.thepioneerwoman.com/cooking/files/2010/07/2129488793_8b0bde6c2d.jpg,"1-1/2 cup Crisco (vegetable Shortening)
3 cups All-purpose Flour
1 whole Egg
5 Tablespoons Cold Water
1 Tablespoon White Vinegar
1 teaspoon Salt",Perfect Pie Crust,PT45M,1,http://thepioneerwoman.com/cooking/2007/12/p-p-p-pie_crust_and_its_p-p-p-perfect/
,2006-11-29,"Oven-roasted cauliflower florets with breadcrumbs, garlic, red chile pepper, salt and olive oil.",http://www.101cookbooks.com/mt-static/images/food/roastedcauliflower.jpg,"4-inch segment of a thin day-old baguette
1 medium head of cauliflower, washed
extra-virgin olive oil
scant 1/2 teaspoon salt
2 cloves garlic, minced
1 fresh red chile pepper, minced",Roasted Cauliflower Recipe,,Serves 4. ,http://www.101cookbooks.com/archives/001533.html
,2006-09-08,"An impromptu quinoa salad recipe made by tossing a quick tahini dressing with chickpeas, red onion, and cilantro.",http://www.101cookbooks.com/mt-static/images/food/quinoa_salad_recipe.jpg,"1 cup quinoa
2 cups water
1/2 teaspoon fine grain sea salt
1 can garbanzo beans, or dried equivalent
1/2 cup cilantro, chopped
1/2 red onion, chopped
Tahini Dressing:
1 garlic clove, smashed and chopped
1/4 cup tahini
Zest of one lemon
scant 1/4 cup fresh lemon juice
2 tablespoons olive oil
2 tablespoons hot water
scant 1/2 teaspoon fine grain sea salt",Lemon-scented Quinoa Salad Recipe,,Serves 4.,http://www.101cookbooks.com/archives/001493.html
,2007-06-18,"A platter of petite, potato pillows coated with glistening flecks of basil pesto. The gnocchi recipe taught to me by Francesca's mother.",http://www.101cookbooks.com/mt-static/images/food/gnocchirecipe_07.jpg,"Scant 2 pounds of starchy potatoes (2 large russets)
1/4 cup egg, lightly beaten
scant 1 cup of unbleached all-purpose flour
fine grain sea salt",Gnocchi Recipe,,Serves six.,http://www.101cookbooks.com/archives/how-to-make-gnocchi-like-an-italian-grandmother-recipe.html
PT,2010-06-09,"   We just had a baby shower on the ranch for my beloved old babysitter Brandi, who had the audacity to move away, go to...",http://static.thepioneerwoman.com/cooking/files/2010/06/4683751549_64dd79d2a2_b1.jpg," Stalks Of Fresh Rosemary
 Fresh Mozzarella Cheese, Cut Into 1-inch Cubes
 Marinated Artichoke Hearts, Drained
 Black Or Kalamata Olives, Drained
 Salami, Sliced Thin And Folded Into Fourths
 1/2 Cup Olive Oil
3 Tablespoons Balsamic Vinegar
 Pinch Of Salt
 Fresh Ground Black Pepper (lots!)
 Sprinkle Of Ground Thyme",Rosemary Skewers,PT30M,12,http://thepioneerwoman.com/cooking/2010/06/rosemary-skewers/
PT,2010-11-14,I'm posting this recipe in preparation for the pie recipe I'll be posting Monday morning--a pie that must go on your Thanksgi...,http://static.thepioneerwoman.com/cooking/files/2010/11/TPW_0242.jpg,"1 stick (1/2 Cup) Softened (not Room Temperature) Butter
1-1/2 cup Powdered Sugar
2 Tablespoons Whiskey, More Or Less To Taste",Hard Sauce,PT5M,8,http://thepioneerwoman.com/cooking/2010/11/hard-sauce/
,2004-12-01,101 Cookbooks: Green Curry with Tofu Recipe,http://www.101cookbooks.com/mt-static/images/food/.jpg,"Ingredients for chili paste:
2 green hot chilies (Thai chilies)
1 tablespoon chopped shallots
1 teaspoon chopped galangal 
1/2 teaspoon chopped kaffir lime rind
1 tablespoon chopped garlic
1 tablespoon chopped lemongrass
1 tablespoon chopped krachai
1/4 teaspoon roasted cumin seeds
1/4 teaspoon roasted coriander seeds
1/2 teaspoon salt
Other ingredients:
1 cup sliced eggplants
1/4 cup smaller pea-like eggplants (makheau phuang)
1/3 cup sliced onion
70 grams sliced chicken (or firm tofu)
1 teaspoon sugar
1 tablespoon fish sauce (or soy sauce for vegetarians)
3 kaffir lime leaves
2 stems sweet basil (horapaa)
1 cup coconut milk
1 cup water
(Again, chicken can be replaced tofu)",Green Curry with Tofu,,,http://www.101cookbooks.com/archives/000130.html
,2005-02-21,"This healthy, colorful Sicilian broccoli and cauliflower pasta recipe comes from chef Tracy Bates at The Oxbow School in Napa - the students there love it.",http://www.101cookbooks.com/mt-static/images/food/oxbowpasta.jpg,"1 bunch broccoli, trimmed of tough ends
1 head cauliflower, quartered, core removed
2 medium yellow onions, sliced 1/4 inch, lengthwise
4 cloves garlic, finely chopped
A generous pinch of saffron threads
A generous pinch of red pepper flakes, more to taste
1 teaspoon fresh rosemary, finely chopped
olive oil as needed
2 tablespoons golden raisins, plumped in warm water, drained
1/2 cup lightly toasted pine nuts
1/4 cup fresh chopped parsley for garnish
Freshly grated Parmesan, to taste, about 1 cup
kosher salt, to taste
1 pound dried pasta, sturdy variety such as Penne Rigate (cooked al dente, according to package directions)
1 cup pasta water, reserved from cooking (may or may not get used, but very  handy to have when putting the pasta together).",Sicilian Broccoli and Cauliflower Pasta Recipe,,Serves 8-10.,http://www.101cookbooks.com/archives/000146.html
PT,2010-05-06,I had a beautiful Aunt named Trish. She was married to my mother's brother.    Trish and her sisters were all nuns. Then they...,http://static.thepioneerwoman.com/cooking/files/2010/07/4572658649_22f73939cb_o.jpg,"3/4 cups Olive Oil Or Canola Oil
 Juice Of 2 Lemons
4 Tablespoons Grated Parmesan Cheese
1/4 teaspoon Salt, More To Taste
 Freshly Ground Black Pepper
1/4 teaspoon Sugar
 Dash Of Paprika
1 clove Garlic - Peeled And Left Whole",Aunt Trish’s Salad Dressing,PT5M,12,http://thepioneerwoman.com/cooking/2010/05/aunt-trishs-salad-dressing/
,2005-08-21,"Smoky and creamy, this salsa recipe is best drizzled over eggs, quesadilla, and crepes.",http://www.101cookbooks.com/mt-static/images/food/soty1.jpg,"3 T. vegetable oil 
1 ounce dried mirasol (milder) or smoked serrano (more heat) chilies
garlic, 12 small to medium cloves - peeled
Another 3 T. vegetable oil
1 1/4 cups vegetable broth
- Stir in 1/3 cup cream (or to taste) - for a slightly creamy sauce that will add a bit of kick to a wide range of recipes. (this is the sauce you see in the pictures on this post). Drizzle on savory crepes, egg dishes, casseroles, etc.
- Stir a couple tablespoons into light or vegan mayo for a spicy sandwich spread.
- Spread on panini: with all sorts of fixings.",Salsa of the Year,,Makes about 1 cup.,http://www.101cookbooks.com/archives/000325.html
,2007-01-01,"The ultimate noodle soup recipe - imagine garbanzo beans bobbing about in a rich broth with thick ribbons of pasta noodles weaving in between them, droplets of olive oil suspended on the surface of the broth, and the whole thing punctuated with crisped fresh pasta that had been fried in olive oil.",http://www.101cookbooks.com/mt-static/images/food/chicknoodlesoup.jpg,"4 cups water or a mild vegetable stock 
2 cups pre-soaked ceci beans (also known as chickpeas or garbanzo beans)
6 ounces fresh or dried pappardelle
1/3 cup extra virgin olive oil
sea salt",Ultimate Chickpea Noodle Soup,,Serves 4.,http://www.101cookbooks.com/archives/001540.html
,2008-03-30,"A peanut noodle salad recipe featuring soba noodles punctuated with spring onions, tofu, peanuts, and asparagus. Serve it up family-style on a platter at a potluck, party, or buffet - it holds up perfectly at room temp.
",http://www.101cookbooks.com/mt-static/images/food/peanut_noodle_salad_recipe_08.jpg,"1 8 ounce package soba noodles
1 bunch asparagus spears, ends trimmed then cut into 1/2-inch segements
3/4 cup creamy peanut butter
1/4 cup (brown) rice vinegar
2 cloves garlic, crushed and chopped
drizzle of toasted sesame oil
big pinch of crushed red pepper flakes
1/4-1/2 cup hot water
1 small bunch of spring onions or scallions, thinly sliced
1/2 cup peanuts
12 ounces extra-firm (organic) tofu, cut into small cubes (feel free to heat the tofu in a skillet if you like, but cold is good too)",Lazy Day Peanut Noodle Salad Recipe,,Serves 6 - 8.,http://www.101cookbooks.com/archives/lazy-day-peanut-noodle-salad-recipe.html
PT,2009-06-29,   I'll be posting a new Fourth of July dish every day this week. And I can't promise there won't be bacon involved at s...,http://static.thepioneerwoman.com/cooking/files/2010/07/3671556380_cd068cd052.jpg,"5 pounds Russet Potatoes (about 8 Medium Russets)
1-1/2 cup Real Mayonnaise (NOT Miracle Whip)
4 Tablespoons Prepared Mustard (regular, Dijon Or A Mixture Of Both)
5 whole Green Onions, Sliced Up To The Darkest Green Part
8 whole Small Sweet Pickles (may Use Dill If That's More Up Your Alley)
1 teaspoon Kosher Salt (more To Taste)
1/2 teaspoon Paprika
1/2 teaspoon Black Pepper
4 whole Hard Boiled Eggs",Perfect Potato Salad,PT45M,8,http://thepioneerwoman.com/cooking/2009/06/fourth-of-july-week-perfect-potato-salad/
,2008-09-07,"A vibrant, colorful Campagnian summer stew from the new A16: Food + Wine cookbook. It features zucchini, eggplant, cherry tomatoes, fennel, and other ingredients braised in olive oil.",http://www.101cookbooks.com/mt-static/images/food/a16_cookbook.jpg,"1 globe eggplant, trimmed and diced (about 4 cups)
4 summer zucchini or squashes, trimmed and diced (about 4 cups)
Kosher salt
1 fennel bulb
2 cups extra virgin olive oil
5 cloves garlic, smashed with the side of a knife
4 sprigs (fresh) marjoram
1 bay leaf
3 Yukon Gold potatoes, cubed (about 2 cups)
2 cups water
1 cup fiorelli or thinly sliced squash blossoms
1 cup cherry tomatoes, stemmed and halved
Block of aged pecorino for shaving",Summer Vegetable Cianfotta Recipe,,"Serves 8 as a first course, or 4 to 6 as a main course.",http://www.101cookbooks.com/archives/summer-vegetable-cianfotta-recipe.html
,2008-02-21,"Not a traditional hotpot recipe, instead...a fast-cooking bulgur cooks in a light orange-juice accented broth. Plenty of chickpeas, tiny cauliflower pieces, onions, and greens add texture and substance to the hearty pot.",http://www.101cookbooks.com/mt-static/images/food/chickpea_hotpot_recipe.jpg,"1 large yellow onion, chopped
a splash of olive oil
a couple pinches of salt
2/3 cup uncooked bulgur
1 14-ounce can of chickpeas, drained and rinsed
4 1/2 cups vegetable stock
1/2 cup orange juice
1 1/2 cup cauliflower, trimmed into small trees
2 cup kale or chard, destemmed and cut into thin ribbons
olive oil for finishing drizzle
red onion, chopped for garnish",Chickpea Hot Pot Recipe,,Serves 4 - 6.,http://www.101cookbooks.com/archives/chickpea-hot-pot-recipe.html
